,Unnamed: 0,City,Job title,Company name,Location,Salary,Links,business skills
2624,2625,Toronto,Legal Office Manager,ET Office Solutions,"Toronto, ON","$40,000 - $45,000 a year",http://www.indeed.ca/company/ET-Office-Solutions/jobs/Legal-Office-Manager-d65528bd1afa91f8?fccid=f243dd04c73ce881&vjs=3,legal bank primary relationship sales social_media client_relationship customer_service advertising analytics seo
2625,2626,Toronto,Accounting Coordinator - Office of the CEO,SOFINA FOODS INC.,"Markham, ON",no salary info,http://www.indeed.ca/company/Sofina-Foods/jobs/Accounting-Coordinator-caf022d8da11c76f?fccid=2391ff5e98bf3892&vjs=3,legal compliance ca admin accounting advisor
2626,2627,Toronto,"Account Manager, eCommerce",Viva Naturals,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=08ec3a0cfca84be2&fccid=da54ddb3128012a3&vjs=3,strategy new_product marketing analytical_skills promotions sales customer_experience leadership_skills communication_skills project_management selling share account_manager prospecting finance management_skills brand_management competitive_analysis mba analytical marketing_campaigns digital_marketing campaigns new_business
2627,2628,Toronto,Construction Project Coordinator,Maple Drywall Inc.,"Woodbridge, ON",no salary info,http://www.indeed.ca/company/Maple-Drywall-Inc./jobs/Construction-Project-Coordinator-f8e4ba4623604454?fccid=20a9886892e3f452&vjs=3,budgeting communication_skills construction dealing verbal_communication
2628,2629,Toronto,Regulatory Affairs Manager - Oncology,Johnson & Johnson Family of Companies,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=96c666f835f0b462&fccid=0bed8e17bc113980&vjs=3,strategy life_cycle compliance primary writing_skills policies medical hiring
2629,2630,Toronto,Restaurant Manager,A&W Foodservices Canada,"Toronto, ON","$45,000 a year",http://www.indeed.ca/company/N2A-Inc.-(A&W-Canada)/jobs/Restaurant-Manager-6b0ffff73aa71979?fccid=7922b39405a84743&vjs=3,compliance college medical hospitality operations
2630,2631,Toronto,Restaurant Manager,Ricarda's,"Toronto, ON","$105,000 a year",http://www.indeed.ca/company/Ricarda's/jobs/Restaurant-Manager-d91abd3492ed0e04?fccid=359d526beed90166&vjs=3,legal profitability compliance sales customer_service advertising events accounting kitchen interpersonal_skills presentation analytical hiring stock operations
2631,2632,Toronto,SMB Development Manager,Apple,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=b989c7e4de5dd0de&fccid=c1099851e9794854&vjs=3,strategy market marketing regional_sales sales new_business_development selling demand_generation business_development enterprise_sales new_business advisor
2632,2633,Toronto,"Manager, Communications",MasterCard,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=ae83c2aad3cba603&fccid=10b5c722d846df43&vjs=3,marketing events interpersonal_skills
2633,2634,Toronto,CREDIT MANAGER,Accord Financial Ltd.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Accord-Financial-Ltd./jobs/Credit-Manager-dde90fd33ddaf2db?fccid=57def5602b13196d&vjs=3,communication_skills finance ms_office business_finance interpersonal_skills excel
2634,2635,Toronto,"Director, Project Management",Loblaw,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=51b5b4ebd7cebdb2&fccid=bc30630cfcc120d4&vjs=3,retail market compliance delivery technical_skills relationship project_management college merchandising relationship_building excel analytical operations recruitment
2635,2636,Toronto,Sales Manager,Connex Trading Company Ltd,"Richmond Hill, ON",$25 an hour,http://www.indeed.ca/company/Connex-Trading-Company-Ltd/jobs/Sales-Manager-1c0e7e6ee3079fd4?fccid=b4f85c523f913834&vjs=3,new_product market delivery promotions relationship sales communication_skills usa trading ms_office product_presentation presentation trader operations
2636,2637,Toronto,"Administrative Assistant, Practice Management",Raymond James,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=fed4029b3cf34b86&fccid=a29e9c4c46532426&vjs=3,relationship ca customer_service customer_relationship events dealing excel advisor relationship_management travel wealth_management recruitment
2637,2638,Toronto,Treatment Coordinator/Office Manager,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Treatment-Coordinator-Office-Manager-d4361ea303f102f1?fccid=21778cedba5604d4&vjs=3,insurance customer_service
2638,2639,Toronto,Office Manager/Treatment Coordinator,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Office-Manager-Treatment-Coordinator-f242941161f39838?fccid=21778cedba5604d4&vjs=3,compliance customer_service presentation
2639,2640,Toronto,Manager of Operations,Forever 21,"Toronto, ON",no salary info,http://www.indeed.ca/company/Forever-21/jobs/Manager-Operation-65e410d285fef82a?fccid=d24462a8530608be&vjs=3,facility_services retail marketing time_management sales customer_service college strategic_planning management_skills facility events merchandising stock operations recruitment
2640,2641,Toronto,Software Installation Technician (Syteline IT Support Assistant),Arconas Corporation,"Mississauga, ON","$50,000 - $60,000 a year",http://www.indeed.ca/company/Arconas-Corporation/jobs/Software-Installation-Technician-10cae43443a4a6fe?fccid=af59fdc31cdc4050&vjs=3,healthcare sales customer_service college finance accounting crm dealing closure sql travel
2641,2642,Toronto,Project Manager,5centsCDN Inc.,"Toronto, ON","$55,000 - $85,000 a year",http://www.indeed.ca/company/5centsCDN-Inc./jobs/Project-Manager-a2f4da512f5bba5c?fccid=72caed7d6f5ce6b7&vjs=3,delivery communication_skills project_management software_development written_communication project_manager freelance
2642,2643,Toronto,"Dean, School of Community and Health Studies",Centennial College,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=d8235cab4da20a69&fccid=db8fabdbaed256a6&vjs=3,delivery staffing college’ excel retention equity operations
2643,2644,Toronto,"Manager, Supply Chain Planning",Give & Go Prepared Foods Corp.,"Brampton, ON",no salary info,http://www.indeed.ca/company/Give-&-Go-Prepared-Foods-Corp./jobs/Manager-df3dd36de92995c4?fccid=ea1d9acd2294f439&vjs=3,new_product marketing sales communication_skills forecasting project_management business_operations finance ms_office negotiation analytical supply_chain_management operations
2644,2645,Toronto,Legal Office Manager,ET Office Solutions,"Toronto, ON","$40,000 - $45,000 a year",http://www.indeed.ca/company/ET-Office-Solutions/jobs/Legal-Office-Manager-d65528bd1afa91f8?fccid=f243dd04c73ce881&vjs=3,legal bank primary relationship sales social_media client_relationship customer_service advertising analytics seo
2645,2646,Toronto,Accounting Coordinator - Office of the CEO,SOFINA FOODS INC.,"Markham, ON",no salary info,http://www.indeed.ca/company/Sofina-Foods/jobs/Accounting-Coordinator-caf022d8da11c76f?fccid=2391ff5e98bf3892&vjs=3,legal compliance ca admin accounting advisor
2646,2647,Toronto,"Account Manager, eCommerce",Viva Naturals,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=08ec3a0cfca84be2&fccid=da54ddb3128012a3&vjs=3,strategy new_product marketing analytical_skills promotions sales customer_experience leadership_skills communication_skills project_management selling share account_manager prospecting finance management_skills brand_management competitive_analysis mba analytical marketing_campaigns digital_marketing campaigns new_business
2647,2648,Toronto,Construction Project Coordinator,Maple Drywall Inc.,"Woodbridge, ON",no salary info,http://www.indeed.ca/company/Maple-Drywall-Inc./jobs/Construction-Project-Coordinator-f8e4ba4623604454?fccid=20a9886892e3f452&vjs=3,budgeting communication_skills construction dealing verbal_communication
2648,2649,Toronto,Regulatory Affairs Manager - Oncology,Johnson & Johnson Family of Companies,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=96c666f835f0b462&fccid=0bed8e17bc113980&vjs=3,strategy life_cycle compliance primary writing_skills policies medical hiring
2649,2650,Toronto,Restaurant Manager,A&W Foodservices Canada,"Toronto, ON","$45,000 a year",http://www.indeed.ca/company/N2A-Inc.-(A&W-Canada)/jobs/Restaurant-Manager-6b0ffff73aa71979?fccid=7922b39405a84743&vjs=3,compliance college medical hospitality operations
2650,2651,Toronto,Restaurant Manager,Ricarda's,"Toronto, ON","$105,000 a year",http://www.indeed.ca/company/Ricarda's/jobs/Restaurant-Manager-d91abd3492ed0e04?fccid=359d526beed90166&vjs=3,legal profitability compliance sales customer_service advertising events accounting kitchen interpersonal_skills presentation analytical hiring stock operations
2651,2652,Toronto,SMB Development Manager,Apple,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=b989c7e4de5dd0de&fccid=c1099851e9794854&vjs=3,strategy market marketing regional_sales sales new_business_development selling demand_generation business_development enterprise_sales new_business advisor
2652,2653,Toronto,"Manager, Communications",MasterCard,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=ae83c2aad3cba603&fccid=10b5c722d846df43&vjs=3,marketing events interpersonal_skills
2653,2654,Toronto,CREDIT MANAGER,Accord Financial Ltd.,"Toronto, ON",no salary info,http://www.indeed.ca/company/Accord-Financial-Ltd./jobs/Credit-Manager-dde90fd33ddaf2db?fccid=57def5602b13196d&vjs=3,communication_skills finance ms_office business_finance interpersonal_skills excel
2654,2655,Toronto,"Director, Project Management",Loblaw,"Brampton, ON",no salary info,http://www.indeed.ca/rc/clk?jk=51b5b4ebd7cebdb2&fccid=bc30630cfcc120d4&vjs=3,retail market compliance delivery technical_skills relationship project_management college merchandising relationship_building excel analytical operations recruitment
2655,2656,Toronto,Sales Manager,Connex Trading Company Ltd,"Richmond Hill, ON",$25 an hour,http://www.indeed.ca/company/Connex-Trading-Company-Ltd/jobs/Sales-Manager-1c0e7e6ee3079fd4?fccid=b4f85c523f913834&vjs=3,new_product market delivery promotions relationship sales communication_skills usa trading ms_office product_presentation presentation trader operations
2656,2657,Toronto,"Administrative Assistant, Practice Management",Raymond James,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=fed4029b3cf34b86&fccid=a29e9c4c46532426&vjs=3,relationship ca customer_service customer_relationship events dealing excel advisor relationship_management travel wealth_management recruitment
2657,2658,Toronto,Treatment Coordinator/Office Manager,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Treatment-Coordinator-Office-Manager-d4361ea303f102f1?fccid=21778cedba5604d4&vjs=3,insurance customer_service
2658,2659,Toronto,Office Manager/Treatment Coordinator,Innovative Practice Solutions,"Toronto, ON",no salary info,http://www.indeed.ca/company/Innovative-Practice-Solutions/jobs/Office-Manager-Treatment-Coordinator-f242941161f39838?fccid=21778cedba5604d4&vjs=3,compliance customer_service presentation
2659,2660,Toronto,Manager of Operations,Forever 21,"Toronto, ON",no salary info,http://www.indeed.ca/company/Forever-21/jobs/Manager-Operation-65e410d285fef82a?fccid=d24462a8530608be&vjs=3,facility_services retail marketing time_management sales customer_service college strategic_planning management_skills facility events merchandising stock operations recruitment
2660,2661,Toronto,Software Installation Technician (Syteline IT Support Assistant),Arconas Corporation,"Mississauga, ON","$50,000 - $60,000 a year",http://www.indeed.ca/company/Arconas-Corporation/jobs/Software-Installation-Technician-10cae43443a4a6fe?fccid=af59fdc31cdc4050&vjs=3,healthcare sales customer_service college finance accounting crm dealing closure sql travel
2661,2662,Toronto,Project Manager,5centsCDN Inc.,"Toronto, ON","$55,000 - $85,000 a year",http://www.indeed.ca/company/5centsCDN-Inc./jobs/Project-Manager-a2f4da512f5bba5c?fccid=72caed7d6f5ce6b7&vjs=3,delivery communication_skills project_management software_development written_communication project_manager freelance
2662,2663,Toronto,"Dean, School of Community and Health Studies",Centennial College,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=d8235cab4da20a69&fccid=db8fabdbaed256a6&vjs=3,delivery staffing college’ excel retention equity operations
2663,2664,Toronto,"Manager, Supply Chain Planning",Give & Go Prepared Foods Corp.,"Brampton, ON",no salary info,http://www.indeed.ca/company/Give-&-Go-Prepared-Foods-Corp./jobs/Manager-df3dd36de92995c4?fccid=ea1d9acd2294f439&vjs=3,new_product marketing sales communication_skills forecasting project_management business_operations finance ms_office negotiation analytical supply_chain_management operations
2664,2665,Toronto,Legal Office Manager,ET Office Solutions,"Toronto, ON","$40,000 - $45,000 a year",http://www.indeed.ca/company/ET-Office-Solutions/jobs/Legal-Office-Manager-d65528bd1afa91f8?fccid=f243dd04c73ce881&vjs=3,legal bank primary relationship sales social_media client_relationship customer_service advertising analytics seo
2665,2666,Toronto,Accounting Coordinator - Office of the CEO,SOFINA FOODS INC.,"Markham, ON",no salary info,http://www.indeed.ca/company/Sofina-Foods/jobs/Accounting-Coordinator-caf022d8da11c76f?fccid=2391ff5e98bf3892&vjs=3,legal compliance ca admin accounting advisor
2666,2667,Toronto,"Account Manager, eCommerce",Viva Naturals,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=08ec3a0cfca84be2&fccid=da54ddb3128012a3&vjs=3,strategy new_product marketing analytical_skills promotions sales customer_experience leadership_skills communication_skills project_management selling share account_manager prospecting finance management_skills brand_management competitive_analysis mba analytical marketing_campaigns digital_marketing campaigns new_business
2667,2668,Toronto,Construction Project Coordinator,Maple Drywall Inc.,"Woodbridge, ON",no salary info,http://www.indeed.ca/company/Maple-Drywall-Inc./jobs/Construction-Project-Coordinator-f8e4ba4623604454?fccid=20a9886892e3f452&vjs=3,budgeting communication_skills construction dealing verbal_communication
2668,2669,Toronto,Regulatory Affairs Manager - Oncology,Johnson & Johnson Family of Companies,"Toronto, ON",no salary info,http://www.indeed.ca/rc/clk?jk=96c666f835f0b462&fccid=0bed8e17bc113980&vjs=3,strategy life_cycle compliance primary writing_skills policies medical hiring
